date,code,action,shares,price,cost,commission,reason,pnl
2025-07-08 00:00:00,600089,BUY,1300,12.35,16071.054999999997,4.821316499999998,AUTO,
2025-07-08 00:00:00,600176,BUY,1300,12.35,16071.054999999997,4.821316499999998,AUTO,
2025-07-08 00:00:00,600031,BUY,800,18.81,15063.047999999997,4.518914399999999,AUTO,
2025-07-08 00:00:00,000617,BUY,1900,8.6,16356.339999999998,4.906901999999999,AUTO,
2025-07-08 00:00:00,601138,BUY,600,25.73,15453.437999999998,4.636031399999999,AUTO,
2025-07-08 00:00:00,601012,BUY,1000,16.47,16486.469999999998,4.945940999999999,AUTO,
2025-07-08 00:00:00,300316,BUY,500,28.0,14014.0,4.204199999999999,AUTO,
2025-07-08 00:00:00,300274,BUY,200,72.94,14602.587999999998,4.380776399999999,AUTO,
2025-07-08 00:00:00,603260,BUY,300,49.9,14984.969999999998,4.495490999999999,AUTO,
2025-07-08 00:00:00,600515,BUY,4500,3.65,16441.424999999996,4.932427499999998,AUTO,
2025-07-08 00:00:00,000425,BUY,2000,8.26,16536.52,4.9609559999999995,AUTO,
2025-07-08 00:00:00,002938,BUY,400,39.3,15735.719999999998,4.720715999999999,AUTO,
2025-07-11 00:00:00,000617,TAKE_PROFIT,500,9.61,6.24,,,0.1174
2025-07-15 00:00:00,002938,TAKE_PROFIT,100,43.43,5.64,,,0.1051
2025-07-22 00:00:00,000425,TAKE_PROFIT,600,9.15,7.13,,,0.1077
2025-07-22 00:00:00,600031,TAKE_PROFIT,200,20.94,5.44,,,0.1132
2025-07-22 00:00:00,600089,TAKE_PROFIT,300,14.44,5.63,,,0.1692
2025-07-24 00:00:00,600515,TAKE_PROFIT,1300,4.14,6.99,,,0.1342
2025-07-28 00:00:00,601138,TAKE_PROFIT,100,28.84,3.75,,,0.1209
2025-07-29 00:00:00,002938,TAKE_PROFIT,300,53.36,20.79,,,0.3578
2025-07-29 00:00:00,000425,HOLDING_DECAY,500,8.58,5.57,,,0.0387
2025-07-29 00:00:00,000617,HOLDING_DECAY,500,9.71,6.31,,,0.1291
2025-07-29 00:00:00,300274,HOLDING_DECAY,100,74.6,9.69,,,0.0228
2025-07-29 00:00:00,300316,HOLDING_DECAY,200,29.13,7.57,,,0.0404
2025-07-29 00:00:00,600031,HOLDING_DECAY,200,19.93,5.18,,,0.0595
2025-07-29 00:00:00,600089,HOLDING_DECAY,300,14.02,5.46,,,0.1352
2025-07-29 00:00:00,600176,HOLDING_DECAY,400,12.49,6.49,,,0.0113
2025-07-29 00:00:00,600515,HOLDING_DECAY,1000,4.14,5.38,,,0.1342
2025-07-29 00:00:00,601012,HOLDING_DECAY,300,16.56,6.45,,,0.0055
2025-07-29 00:00:00,601138,HOLDING_DECAY,200,30.42,7.9,,,0.1823
2025-07-29 00:00:00,603260,HOLDING_DECAY,100,55.29,7.18,,,0.108
2025-07-30 00:00:00,000425,HOLDING_DECAY,300,8.6,3.35,,,0.0412
2025-07-30 00:00:00,000617,HOLDING_DECAY,300,8.94,3.48,,,0.0395
2025-07-30 00:00:00,300274,HOLDING_DECAY,100,73.75,9.58,,,0.0111
2025-07-30 00:00:00,300316,HOLDING_DECAY,100,28.64,3.72,,,0.0229
2025-07-30 00:00:00,600031,HOLDING_DECAY,200,19.94,5.18,,,0.0601
2025-07-30 00:00:00,600089,HOLDING_DECAY,300,13.84,5.39,,,0.1206
2025-07-30 00:00:00,600176,HOLDING_DECAY,300,12.5,4.87,,,0.0121
2025-07-30 00:00:00,600515,HOLDING_DECAY,700,4.07,3.7,,,0.1151
2025-07-30 00:00:00,601012,HOLDING_DECAY,300,16.38,6.38,,,-0.0055
2025-07-30 00:00:00,601138,HOLDING_DECAY,100,32.46,4.22,,,0.2616
2025-07-30 00:00:00,603260,HOLDING_DECAY,100,55.08,7.15,,,0.1038
2025-07-31 00:00:00,601138,TAKE_PROFIT,200,34.42,8.94,,,0.3377
2025-07-31 00:00:00,000425,HOLDING_DECAY,200,8.38,2.18,,,0.0145
2025-07-31 00:00:00,000617,HOLDING_DECAY,200,8.61,2.24,,,0.0012
